id,category,text,buckwalter,phonemes,ipa,gold_ipa,exact_match,normalized_match,status,error
3974,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْبَيْتَ,Al$~amosu yaxoruju Alobayota,a $$ a m s u0 + y a x r u0 j u0 + l b a y t a,aʃˈʃamsu jaxruʤulˈbajta,,,,PASS,
3975,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْقَلَمَ,Al$~amosu yaxoruju Aloqalama,a $$ a m s u0 + y a x r u0 j u0 + l q A l a m a,aʃˈʃamsu jaxruˈʤulqɑlama,,,,PASS,
3976,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْبَابَ,Al$~amosu yaxoruju AlobaAba,a $$ a m s u0 + y a x r u0 j u0 + l b aa b a,aʃˈʃamsu jaxruʤulˈbaːba,,,,PASS,
3977,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْفَصْلَ,Al$~amosu yaxoruju AlofaSola,a $$ a m s u0 + y a x r u0 j u0 + l f A S l a,aʃˈʃamsu jaxruʤulˈfɑsˤla,,,,PASS,
3978,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الطَّرِيقَ,Al$~amosu yaxoruju AlT~ariyqa,a $$ a m s u0 + y a x r u0 j u0 + TT A r ii0 q A,aʃˈʃamsu jaxruʤutˤːɑˈriːqɑ,,,,PASS,
3979,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ النُّورَ,Al$~amosu yaxoruju Aln~uwra,a $$ a m s u0 + y a x r u0 j u0 + nn uu0 r a,aʃˈʃamsu jaxruʤunˈnuːra,,,,PASS,
3980,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الصَّوْتَ,Al$~amosu yaxoruju AlS~awota,a $$ a m s u0 + y a x r u0 j u0 + SS A w t a,aʃˈʃamsu jaxruʤusˤˈsˤɑwta,,,,PASS,
3981,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْقَلْبَ,Al$~amosu yaxoruju Aloqaloba,a $$ a m s u0 + y a x r u0 j u0 + l q A l b a,aʃˈʃamsu jaxruʤulˈqɑlba,,,,PASS,
3982,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْمَكْتَبَ,Al$~amosu yaxoruju Alomakotaba,a $$ a m s u0 + y a x r u0 j u0 + l m a k t a b a,aʃˈʃamsu jaxruʤulˈmaktaba,,,,PASS,
3983,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الشَّارِعَ,Al$~amosu yaxoruju Al$~aAriEa,a $$ a m s u0 + y a x r u0 j u0 + $$ aa r i0 E a,aʃˈʃamsu jaxruʤuʃˈʃaːriʕa,,,,PASS,
3984,verbal_sentence_imperfect,الشَّمْسُ يَخْرُجُ الْمَسْجِدَ,Al$~amosu yaxoruju Alomasojida,a $$ a m s u0 + y a x r u0 j u0 + l m a s j i0 d a,aʃˈʃamsu jaxruʤulˈmasʤida,,,,PASS,
3985,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْكِتَابَ,Al$~amosu yafotaHu AlokitaAba,a $$ a m s u0 + y a f t a H u0 + l k i0 t aa b a,aʃˈʃamsu jaftaħulkiˈtaːba,,,,PASS,
3986,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْبَيْتَ,Al$~amosu yafotaHu Alobayota,a $$ a m s u0 + y a f t a H u0 + l b a y t a,aʃˈʃamsu jaftaħulˈbajta,,,,PASS,
3987,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْقَلَمَ,Al$~amosu yafotaHu Aloqalama,a $$ a m s u0 + y a f t a H u0 + l q A l a m a,aʃˈʃamsu jaftaˈħulqɑlama,,,,PASS,
3988,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْبَابَ,Al$~amosu yafotaHu AlobaAba,a $$ a m s u0 + y a f t a H u0 + l b aa b a,aʃˈʃamsu jaftaħulˈbaːba,,,,PASS,
3989,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْفَصْلَ,Al$~amosu yafotaHu AlofaSola,a $$ a m s u0 + y a f t a H u0 + l f A S l a,aʃˈʃamsu jaftaħulˈfɑsˤla,,,,PASS,
3990,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الطَّرِيقَ,Al$~amosu yafotaHu AlT~ariyqa,a $$ a m s u0 + y a f t a H u0 + TT A r ii0 q A,aʃˈʃamsu jaftaħutˤːɑˈriːqɑ,,,,PASS,
3991,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ النُّورَ,Al$~amosu yafotaHu Aln~uwra,a $$ a m s u0 + y a f t a H u0 + nn uu0 r a,aʃˈʃamsu jaftaħunˈnuːra,,,,PASS,
3992,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الصَّوْتَ,Al$~amosu yafotaHu AlS~awota,a $$ a m s u0 + y a f t a H u0 + SS A w t a,aʃˈʃamsu jaftaħusˤˈsˤɑwta,,,,PASS,
3993,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْقَلْبَ,Al$~amosu yafotaHu Aloqaloba,a $$ a m s u0 + y a f t a H u0 + l q A l b a,aʃˈʃamsu jaftaħulˈqɑlba,,,,PASS,
3994,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْمَكْتَبَ,Al$~amosu yafotaHu Alomakotaba,a $$ a m s u0 + y a f t a H u0 + l m a k t a b a,aʃˈʃamsu jaftaħulˈmaktaba,,,,PASS,
3995,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الشَّارِعَ,Al$~amosu yafotaHu Al$~aAriEa,a $$ a m s u0 + y a f t a H u0 + $$ aa r i0 E a,aʃˈʃamsu jaftaħuʃˈʃaːriʕa,,,,PASS,
3996,verbal_sentence_imperfect,الشَّمْسُ يَفْتَحُ الْمَسْجِدَ,Al$~amosu yafotaHu Alomasojida,a $$ a m s u0 + y a f t a H u0 + l m a s j i0 d a,aʃˈʃamsu jaftaħulˈmasʤida,,,,PASS,
3997,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْكِتَابَ,Al$~amosu yagosilu AlokitaAba,a $$ a m s u0 + y a g s i0 l u0 + l k i0 t aa b a,aʃˈʃamsu jaɣsilulkiˈtaːba,,,,PASS,
3998,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْبَيْتَ,Al$~amosu yagosilu Alobayota,a $$ a m s u0 + y a g s i0 l u0 + l b a y t a,aʃˈʃamsu jaɣsilulˈbajta,,,,PASS,
3999,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْقَلَمَ,Al$~amosu yagosilu Aloqalama,a $$ a m s u0 + y a g s i0 l u0 + l q A l a m a,aʃˈʃamsu jaɣsiˈlulqɑlama,,,,PASS,
4000,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْبَابَ,Al$~amosu yagosilu AlobaAba,a $$ a m s u0 + y a g s i0 l u0 + l b aa b a,aʃˈʃamsu jaɣsilulˈbaːba,,,,PASS,
4001,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْفَصْلَ,Al$~amosu yagosilu AlofaSola,a $$ a m s u0 + y a g s i0 l u0 + l f A S l a,aʃˈʃamsu jaɣsilulˈfɑsˤla,,,,PASS,
4002,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الطَّرِيقَ,Al$~amosu yagosilu AlT~ariyqa,a $$ a m s u0 + y a g s i0 l u0 + TT A r ii0 q A,aʃˈʃamsu jaɣsilutˤːɑˈriːqɑ,,,,PASS,
4003,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ النُّورَ,Al$~amosu yagosilu Aln~uwra,a $$ a m s u0 + y a g s i0 l u0 + nn uu0 r a,aʃˈʃamsu jaɣsilunˈnuːra,,,,PASS,
4004,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الصَّوْتَ,Al$~amosu yagosilu AlS~awota,a $$ a m s u0 + y a g s i0 l u0 + SS A w t a,aʃˈʃamsu jaɣsilusˤˈsˤɑwta,,,,PASS,
4005,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْقَلْبَ,Al$~amosu yagosilu Aloqaloba,a $$ a m s u0 + y a g s i0 l u0 + l q A l b a,aʃˈʃamsu jaɣsilulˈqɑlba,,,,PASS,
4006,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْمَكْتَبَ,Al$~amosu yagosilu Alomakotaba,a $$ a m s u0 + y a g s i0 l u0 + l m a k t a b a,aʃˈʃamsu jaɣsilulˈmaktaba,,,,PASS,
4007,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الشَّارِعَ,Al$~amosu yagosilu Al$~aAriEa,a $$ a m s u0 + y a g s i0 l u0 + $$ aa r i0 E a,aʃˈʃamsu jaɣsiluʃˈʃaːriʕa,,,,PASS,
4008,verbal_sentence_imperfect,الشَّمْسُ يَغْسِلُ الْمَسْجِدَ,Al$~amosu yagosilu Alomasojida,a $$ a m s u0 + y a g s i0 l u0 + l m a s j i0 d a,aʃˈʃamsu jaɣsilulˈmasʤida,,,,PASS,
4009,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْكِتَابَ,Al$~amosu yuEal~imu AlokitaAba,a $$ a m s u0 + y u0 E a ll i0 m u0 + l k i0 t aa b a,aʃˈʃamsu juʕalːimulkiˈtaːba,,,,PASS,
4010,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْبَيْتَ,Al$~amosu yuEal~imu Alobayota,a $$ a m s u0 + y u0 E a ll i0 m u0 + l b a y t a,aʃˈʃamsu juʕalːimulˈbajta,,,,PASS,
4011,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْقَلَمَ,Al$~amosu yuEal~imu Aloqalama,a $$ a m s u0 + y u0 E a ll i0 m u0 + l q A l a m a,aʃˈʃamsu juʕalːiˈmulqɑlama,,,,PASS,
4012,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْبَابَ,Al$~amosu yuEal~imu AlobaAba,a $$ a m s u0 + y u0 E a ll i0 m u0 + l b aa b a,aʃˈʃamsu juʕalːimulˈbaːba,,,,PASS,
4013,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْفَصْلَ,Al$~amosu yuEal~imu AlofaSola,a $$ a m s u0 + y u0 E a ll i0 m u0 + l f A S l a,aʃˈʃamsu juʕalːimulˈfɑsˤla,,,,PASS,
4014,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الطَّرِيقَ,Al$~amosu yuEal~imu AlT~ariyqa,a $$ a m s u0 + y u0 E a ll i0 m u0 + TT A r ii0 q A,aʃˈʃamsu juʕalːimutˤːɑˈriːqɑ,,,,PASS,
4015,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ النُّورَ,Al$~amosu yuEal~imu Aln~uwra,a $$ a m s u0 + y u0 E a ll i0 m u0 + nn uu0 r a,aʃˈʃamsu juʕalːimunˈnuːra,,,,PASS,
4016,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الصَّوْتَ,Al$~amosu yuEal~imu AlS~awota,a $$ a m s u0 + y u0 E a ll i0 m u0 + SS A w t a,aʃˈʃamsu juʕalːimusˤˈsˤɑwta,,,,PASS,
4017,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْقَلْبَ,Al$~amosu yuEal~imu Aloqaloba,a $$ a m s u0 + y u0 E a ll i0 m u0 + l q A l b a,aʃˈʃamsu juʕalːimulˈqɑlba,,,,PASS,
4018,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْمَكْتَبَ,Al$~amosu yuEal~imu Alomakotaba,a $$ a m s u0 + y u0 E a ll i0 m u0 + l m a k t a b a,aʃˈʃamsu juʕalːimulˈmaktaba,,,,PASS,
4019,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الشَّارِعَ,Al$~amosu yuEal~imu Al$~aAriEa,a $$ a m s u0 + y u0 E a ll i0 m u0 + $$ aa r i0 E a,aʃˈʃamsu juʕalːimuʃˈʃaːriʕa,,,,PASS,
4020,verbal_sentence_imperfect,الشَّمْسُ يُعَلِّمُ الْمَسْجِدَ,Al$~amosu yuEal~imu Alomasojida,a $$ a m s u0 + y u0 E a ll i0 m u0 + l m a s j i0 d a,aʃˈʃamsu juʕalːimulˈmasʤida,,,,PASS,
4021,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْكِتَابَ,Al$~amosu yudar~isu AlokitaAba,a $$ a m s u0 + y u0 d a rr i0 s u0 + l k i0 t aa b a,aʃˈʃamsu judarːisulkiˈtaːba,,,,PASS,
4022,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْبَيْتَ,Al$~amosu yudar~isu Alobayota,a $$ a m s u0 + y u0 d a rr i0 s u0 + l b a y t a,aʃˈʃamsu judarːisulˈbajta,,,,PASS,
4023,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْقَلَمَ,Al$~amosu yudar~isu Aloqalama,a $$ a m s u0 + y u0 d a rr i0 s u0 + l q A l a m a,aʃˈʃamsu judarːiˈsulqɑlama,,,,PASS,
4024,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْبَابَ,Al$~amosu yudar~isu AlobaAba,a $$ a m s u0 + y u0 d a rr i0 s u0 + l b aa b a,aʃˈʃamsu judarːisulˈbaːba,,,,PASS,
4025,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْفَصْلَ,Al$~amosu yudar~isu AlofaSola,a $$ a m s u0 + y u0 d a rr i0 s u0 + l f A S l a,aʃˈʃamsu judarːisulˈfɑsˤla,,,,PASS,
4026,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الطَّرِيقَ,Al$~amosu yudar~isu AlT~ariyqa,a $$ a m s u0 + y u0 d a rr i0 s u0 + TT A r ii0 q A,aʃˈʃamsu judarːisutˤːɑˈriːqɑ,,,,PASS,
4027,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ النُّورَ,Al$~amosu yudar~isu Aln~uwra,a $$ a m s u0 + y u0 d a rr i0 s u0 + nn uu0 r a,aʃˈʃamsu judarːisunˈnuːra,,,,PASS,
4028,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الصَّوْتَ,Al$~amosu yudar~isu AlS~awota,a $$ a m s u0 + y u0 d a rr i0 s u0 + SS A w t a,aʃˈʃamsu judarːisusˤˈsˤɑwta,,,,PASS,
4029,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْقَلْبَ,Al$~amosu yudar~isu Aloqaloba,a $$ a m s u0 + y u0 d a rr i0 s u0 + l q A l b a,aʃˈʃamsu judarːisulˈqɑlba,,,,PASS,
4030,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْمَكْتَبَ,Al$~amosu yudar~isu Alomakotaba,a $$ a m s u0 + y u0 d a rr i0 s u0 + l m a k t a b a,aʃˈʃamsu judarːisulˈmaktaba,,,,PASS,
4031,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الشَّارِعَ,Al$~amosu yudar~isu Al$~aAriEa,a $$ a m s u0 + y u0 d a rr i0 s u0 + $$ aa r i0 E a,aʃˈʃamsu judarːisuʃˈʃaːriʕa,,,,PASS,
4032,verbal_sentence_imperfect,الشَّمْسُ يُدَرِّسُ الْمَسْجِدَ,Al$~amosu yudar~isu Alomasojida,a $$ a m s u0 + y u0 d a rr i0 s u0 + l m a s j i0 d a,aʃˈʃamsu judarːisulˈmasʤida,,,,PASS,
4033,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْكِتَابَ,Al$~amosu yasotaxodimu AlokitaAba,a $$ a m s u0 + y a s t a x d i0 m u0 + l k i0 t aa b a,aʃˈʃamsu jastaxdimulkiˈtaːba,,,,PASS,
4034,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْبَيْتَ,Al$~amosu yasotaxodimu Alobayota,a $$ a m s u0 + y a s t a x d i0 m u0 + l b a y t a,aʃˈʃamsu jastaxdimulˈbajta,,,,PASS,
4035,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْقَلَمَ,Al$~amosu yasotaxodimu Aloqalama,a $$ a m s u0 + y a s t a x d i0 m u0 + l q A l a m a,aʃˈʃamsu jastaxdiˈmulqɑlama,,,,PASS,
4036,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْبَابَ,Al$~amosu yasotaxodimu AlobaAba,a $$ a m s u0 + y a s t a x d i0 m u0 + l b aa b a,aʃˈʃamsu jastaxdimulˈbaːba,,,,PASS,
4037,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْفَصْلَ,Al$~amosu yasotaxodimu AlofaSola,a $$ a m s u0 + y a s t a x d i0 m u0 + l f A S l a,aʃˈʃamsu jastaxdimulˈfɑsˤla,,,,PASS,
4038,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الطَّرِيقَ,Al$~amosu yasotaxodimu AlT~ariyqa,a $$ a m s u0 + y a s t a x d i0 m u0 + TT A r ii0 q A,aʃˈʃamsu jastaxdimutˤːɑˈriːqɑ,,,,PASS,
4039,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ النُّورَ,Al$~amosu yasotaxodimu Aln~uwra,a $$ a m s u0 + y a s t a x d i0 m u0 + nn uu0 r a,aʃˈʃamsu jastaxdimunˈnuːra,,,,PASS,
4040,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الصَّوْتَ,Al$~amosu yasotaxodimu AlS~awota,a $$ a m s u0 + y a s t a x d i0 m u0 + SS A w t a,aʃˈʃamsu jastaxdimusˤˈsˤɑwta,,,,PASS,
4041,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْقَلْبَ,Al$~amosu yasotaxodimu Aloqaloba,a $$ a m s u0 + y a s t a x d i0 m u0 + l q A l b a,aʃˈʃamsu jastaxdimulˈqɑlba,,,,PASS,
4042,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْمَكْتَبَ,Al$~amosu yasotaxodimu Alomakotaba,a $$ a m s u0 + y a s t a x d i0 m u0 + l m a k t a b a,aʃˈʃamsu jastaxdimulˈmaktaba,,,,PASS,
4043,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الشَّارِعَ,Al$~amosu yasotaxodimu Al$~aAriEa,a $$ a m s u0 + y a s t a x d i0 m u0 + $$ aa r i0 E a,aʃˈʃamsu jastaxdimuʃˈʃaːriʕa,,,,PASS,
4044,verbal_sentence_imperfect,الشَّمْسُ يَسْتَخْدِمُ الْمَسْجِدَ,Al$~amosu yasotaxodimu Alomasojida,a $$ a m s u0 + y a s t a x d i0 m u0 + l m a s j i0 d a,aʃˈʃamsu jastaxdimulˈmasʤida,,,,PASS,
4045,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْكِتَابَ,Aloqamaru yakotubu AlokitaAba,a l q A m a r u0 + y a k t u0 b u0 + l k i0 t aa b a,ˈalqɑmaru jaktubulkiˈtaːba,,,,PASS,
4046,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْبَيْتَ,Aloqamaru yakotubu Alobayota,a l q A m a r u0 + y a k t u0 b u0 + l b a y t a,ˈalqɑmaru jaktubulˈbajta,,,,PASS,
4047,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْقَلَمَ,Aloqamaru yakotubu Aloqalama,a l q A m a r u0 + y a k t u0 b u0 + l q A l a m a,ˈalqɑmaru jaktuˈbulqɑlama,,,,PASS,
4048,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْبَابَ,Aloqamaru yakotubu AlobaAba,a l q A m a r u0 + y a k t u0 b u0 + l b aa b a,ˈalqɑmaru jaktubulˈbaːba,,,,PASS,
4049,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْفَصْلَ,Aloqamaru yakotubu AlofaSola,a l q A m a r u0 + y a k t u0 b u0 + l f A S l a,ˈalqɑmaru jaktubulˈfɑsˤla,,,,PASS,
4050,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الطَّرِيقَ,Aloqamaru yakotubu AlT~ariyqa,a l q A m a r u0 + y a k t u0 b u0 + TT A r ii0 q A,ˈalqɑmaru jaktubutˤːɑˈriːqɑ,,,,PASS,
4051,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ النُّورَ,Aloqamaru yakotubu Aln~uwra,a l q A m a r u0 + y a k t u0 b u0 + nn uu0 r a,ˈalqɑmaru jaktubunˈnuːra,,,,PASS,
4052,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الصَّوْتَ,Aloqamaru yakotubu AlS~awota,a l q A m a r u0 + y a k t u0 b u0 + SS A w t a,ˈalqɑmaru jaktubusˤˈsˤɑwta,,,,PASS,
4053,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْقَلْبَ,Aloqamaru yakotubu Aloqaloba,a l q A m a r u0 + y a k t u0 b u0 + l q A l b a,ˈalqɑmaru jaktubulˈqɑlba,,,,PASS,
4054,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْمَكْتَبَ,Aloqamaru yakotubu Alomakotaba,a l q A m a r u0 + y a k t u0 b u0 + l m a k t a b a,ˈalqɑmaru jaktubulˈmaktaba,,,,PASS,
4055,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الشَّارِعَ,Aloqamaru yakotubu Al$~aAriEa,a l q A m a r u0 + y a k t u0 b u0 + $$ aa r i0 E a,ˈalqɑmaru jaktubuʃˈʃaːriʕa,,,,PASS,
4056,verbal_sentence_imperfect,الْقَمَرُ يَكْتُبُ الْمَسْجِدَ,Aloqamaru yakotubu Alomasojida,a l q A m a r u0 + y a k t u0 b u0 + l m a s j i0 d a,ˈalqɑmaru jaktubulˈmasʤida,,,,PASS,
4057,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْكِتَابَ,Aloqamaru yaqora>u AlokitaAba,a l q A m a r u0 + y A q r a < u0 + l k i0 t aa b a,ˈalqɑmaru jɑqraʔulkiˈtaːba,,,,PASS,
4058,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْبَيْتَ,Aloqamaru yaqora>u Alobayota,a l q A m a r u0 + y A q r a < u0 + l b a y t a,ˈalqɑmaru jɑqraʔulˈbajta,,,,PASS,
4059,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْقَلَمَ,Aloqamaru yaqora>u Aloqalama,a l q A m a r u0 + y A q r a < u0 + l q A l a m a,ˈalqɑmaru jɑqraˈʔulqɑlama,,,,PASS,
4060,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْبَابَ,Aloqamaru yaqora>u AlobaAba,a l q A m a r u0 + y A q r a < u0 + l b aa b a,ˈalqɑmaru jɑqraʔulˈbaːba,,,,PASS,
4061,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْفَصْلَ,Aloqamaru yaqora>u AlofaSola,a l q A m a r u0 + y A q r a < u0 + l f A S l a,ˈalqɑmaru jɑqraʔulˈfɑsˤla,,,,PASS,
4062,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الطَّرِيقَ,Aloqamaru yaqora>u AlT~ariyqa,a l q A m a r u0 + y A q r a < u0 + TT A r ii0 q A,ˈalqɑmaru jɑqraʔutˤːɑˈriːqɑ,,,,PASS,
4063,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ النُّورَ,Aloqamaru yaqora>u Aln~uwra,a l q A m a r u0 + y A q r a < u0 + nn uu0 r a,ˈalqɑmaru jɑqraʔunˈnuːra,,,,PASS,
4064,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الصَّوْتَ,Aloqamaru yaqora>u AlS~awota,a l q A m a r u0 + y A q r a < u0 + SS A w t a,ˈalqɑmaru jɑqraʔusˤˈsˤɑwta,,,,PASS,
4065,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْقَلْبَ,Aloqamaru yaqora>u Aloqaloba,a l q A m a r u0 + y A q r a < u0 + l q A l b a,ˈalqɑmaru jɑqraʔulˈqɑlba,,,,PASS,
4066,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْمَكْتَبَ,Aloqamaru yaqora>u Alomakotaba,a l q A m a r u0 + y A q r a < u0 + l m a k t a b a,ˈalqɑmaru jɑqraʔulˈmaktaba,,,,PASS,
4067,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الشَّارِعَ,Aloqamaru yaqora>u Al$~aAriEa,a l q A m a r u0 + y A q r a < u0 + $$ aa r i0 E a,ˈalqɑmaru jɑqraʔuʃˈʃaːriʕa,,,,PASS,
4068,verbal_sentence_imperfect,الْقَمَرُ يَقْرَأُ الْمَسْجِدَ,Aloqamaru yaqora>u Alomasojida,a l q A m a r u0 + y A q r a < u0 + l m a s j i0 d a,ˈalqɑmaru jɑqraʔulˈmasʤida,,,,PASS,
4069,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْكِتَابَ,Aloqamaru yasomaEu AlokitaAba,a l q A m a r u0 + y a s m a E u0 + l k i0 t aa b a,ˈalqɑmaru jasmaʕulkiˈtaːba,,,,PASS,
4070,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْبَيْتَ,Aloqamaru yasomaEu Alobayota,a l q A m a r u0 + y a s m a E u0 + l b a y t a,ˈalqɑmaru jasmaʕulˈbajta,,,,PASS,
4071,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْقَلَمَ,Aloqamaru yasomaEu Aloqalama,a l q A m a r u0 + y a s m a E u0 + l q A l a m a,ˈalqɑmaru jasmaˈʕulqɑlama,,,,PASS,
4072,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْبَابَ,Aloqamaru yasomaEu AlobaAba,a l q A m a r u0 + y a s m a E u0 + l b aa b a,ˈalqɑmaru jasmaʕulˈbaːba,,,,PASS,
4073,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْفَصْلَ,Aloqamaru yasomaEu AlofaSola,a l q A m a r u0 + y a s m a E u0 + l f A S l a,ˈalqɑmaru jasmaʕulˈfɑsˤla,,,,PASS,
4074,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الطَّرِيقَ,Aloqamaru yasomaEu AlT~ariyqa,a l q A m a r u0 + y a s m a E u0 + TT A r ii0 q A,ˈalqɑmaru jasmaʕutˤːɑˈriːqɑ,,,,PASS,
4075,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ النُّورَ,Aloqamaru yasomaEu Aln~uwra,a l q A m a r u0 + y a s m a E u0 + nn uu0 r a,ˈalqɑmaru jasmaʕunˈnuːra,,,,PASS,
4076,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الصَّوْتَ,Aloqamaru yasomaEu AlS~awota,a l q A m a r u0 + y a s m a E u0 + SS A w t a,ˈalqɑmaru jasmaʕusˤˈsˤɑwta,,,,PASS,
4077,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْقَلْبَ,Aloqamaru yasomaEu Aloqaloba,a l q A m a r u0 + y a s m a E u0 + l q A l b a,ˈalqɑmaru jasmaʕulˈqɑlba,,,,PASS,
4078,verbal_sentence_imperfect,الْقَمَرُ يَسْمَعُ الْمَكْتَبَ,Aloqamaru yasomaEu Alomakotaba,a l q A m a r u0 + y a s m a E u0 + l m a k t a b a,ˈalqɑmaru jasmaʕulˈmaktaba,,,,PASS,
